transaction_id,account_id,transaction_date,amount_inr,transaction_type,channel,remarks
5000390,1000006,20-04-2023,139035.54,DEBIT,UPI,
5000391,1000006,10-03-2023,42007.41,DEBIT,NEFT,
5000392,1000006,20-09-2024,7394.95,DEBIT,IMPS,
5000393,1000006,19-04-2025,120448.77,DEBIT,UPI,
5000394,1000006,29-06-2024,25742,CREDIT,NEFT,
5000395,1000006,14-08-2024,52171.85,CREDIT,IMPS,
5000396,1000006,22-10-2023,91240.75,CREDIT,ATM,
5000397,1000006,31-03-2025,107204.07,DEBIT,UPI,
5000398,1000006,20-12-2024,142903.27,DEBIT,BRANCH,
5000399,1000006,17-02-2025,83966.31,DEBIT,ATM,
5000400,1000006,04-12-2023,5230.68,CREDIT,NEFT,
5000401,1000006,14-07-2024,24968.01,DEBIT,BRANCH,
5000402,1000006,08-10-2023,13238.57,CREDIT,UPI,
5000403,1000006,06-03-2024,155625.29,DEBIT,IMPS,
5000404,1000006,07-07-2024,2022.17,DEBIT,IMPS,
5000405,1000006,05-12-2023,190358.98,CREDIT,NEFT,
5000406,1000006,24-01-2025,105318.81,CREDIT,BRANCH,
5000407,1000006,22-04-2023,19153.33,DEBIT,BRANCH,
5000408,1000006,20-06-2024,110330.87,CREDIT,NEFT,
5000409,1000006,03-02-2025,63633.38,CREDIT,IMPS,
5000410,1000006,12-02-2024,161226.69,CREDIT,BRANCH,
5000411,1000006,17-10-2023,95398.53,DEBIT,NEFT,
5000412,1000006,04-03-2023,142658.87,CREDIT,IMPS,
5000413,1000006,05-12-2023,113533.78,DEBIT,UPI,
5000414,1000006,26-08-2024,135659.13,DEBIT,ATM,
5000415,1000006,09-01-2025,87820.05,DEBIT,ATM,
5000416,1000006,27-03-2023,57399.59,CREDIT,BRANCH,
5000417,1000006,07-10-2024,61072.23,CREDIT,UPI,
5000418,1000006,09-10-2023,154127.15,CREDIT,NEFT,
5000419,1000007,14-09-2024,188976.15,DEBIT,NEFT,
5000420,1000007,29-07-2025,148694.72,DEBIT,ATM,
5000421,1000007,28-12-2025,192435.16,DEBIT,BRANCH,
5000422,1000007,14-04-2025,95957.21,DEBIT,BRANCH,
5000423,1000007,08-05-2025,81124.02,CREDIT,NEFT,
5000424,1000007,01-09-2023,140533.21,CREDIT,IMPS,
5000425,1000007,02-02-2023,136831.42,DEBIT,ATM,
5000426,1000007,07-02-2025,134920.71,CREDIT,BRANCH,
5000427,1000007,15-10-2024,35004.1,DEBIT,IMPS,
5000428,1000007,03-03-2023,70690.64,DEBIT,ATM,
5000429,1000007,04-12-2023,34138.27,CREDIT,UPI,
5000430,1000007,25-08-2024,166353.69,CREDIT,NEFT,
5000431,1000007,03-06-2024,59870.64,DEBIT,IMPS,
5000432,1000007,14-01-2026,147618.24,DEBIT,IMPS,
5000433,1000007,04-05-2024,185825.35,CREDIT,BRANCH,
5000434,1000007,07-11-2025,187086.11,CREDIT,ATM,
5000435,1000007,23-09-2025,71181.03,CREDIT,UPI,
5000436,1000007,17-05-2024,70810.85,DEBIT,IMPS,
5000437,1000007,18-10-2023,70938.74,DEBIT,ATM,
5000438,1000007,10-12-2024,16994.52,DEBIT,IMPS,
